90,15,15,0.4478,0.5318,0.556
90,15,20,0.7154,0.6813,0.7553
90,15,25,0.5705,0.5899,0.643
90,15,30,0.5715,0.5871,0.6415
90,15,35,0.5311,0.5606,0.5992
90,15,40,0.7953,0.7539,0.7947
90,15,45,0.6995,0.6769,0.7041
90,20,15,0.6621,0.6819,0.7446
90,20,20,0.8485,0.792,0.8144
90,20,25,0.6127,0.6555,0.6881
90,20,30,0.7091,0.6773,0.6801
90,20,35,0.7218,0.681,0.6888
90,20,40,0.7467,0.726,0.7415
90,20,45,0.866,0.8148,0.8195
90,25,15,0.5045,0.5141,0.5527
90,25,20,0.6155,0.6144,0.6782
90,25,25,0.5314,0.5497,0.5835
90,25,30,0.7363,0.7231,0.7599
90,25,35,0.2487,0.4625,0.4917
90,25,40,0.6335,0.6179,0.6754
90,25,45,0.6477,0.6653,0.7346
90,30,15,0.4716,0.5652,0.643
90,30,20,0.4729,0.5804,0.6668
90,30,25,0.748,0.6686,0.6947
90,30,30,0.4373,0.5006,0.541
90,30,35,0.5274,0.6094,0.6787
90,30,40,0.6063,0.6676,0.762
90,30,45,0.6572,0.7214,0.802
90,35,15,0.4121,0.5692,0.6489
90,35,20,0.5567,0.6031,0.687
90,35,25,0.6281,0.645,0.7297
90,35,30,0.3909,0.5163,0.5755
90,35,35,0.5287,0.5554,0.5615
90,35,40,0.5239,0.6022,0.6613
90,35,45,0.7217,0.6911,0.7312
90,40,15,0.6379,0.7242,0.7353
90,40,20,0.822,0.7972,0.8318
90,40,25,0.5004,0.6054,0.6634
90,40,30,0.8163,0.7875,0.8356
90,40,35,0.393,0.5054,0.5424
90,40,40,0.7655,0.671,0.6829
90,40,45,0.5514,0.6244,0.6426
90,45,15,0.3188,0.5189,0.5729
90,45,20,0.4493,0.5454,0.6232
90,45,25,0.4088,0.5406,0.6025
90,45,30,0.5197,0.6433,0.7072
90,45,35,0.6107,0.681,0.7098
90,45,40,0.6038,0.6862,0.7373
90,45,45,0.5886,0.6399,0.7505
90,50,15,0.7836,0.7562,0.799
90,50,20,0.7144,0.7037,0.7575
90,50,25,0.6656,0.7102,0.7404
90,50,30,0.7306,0.736,0.8043
90,50,35,0.8519,0.8165,0.8648
90,50,40,0.7821,0.7771,0.8446
90,50,45,0.6372,0.7294,0.8116
90,55,15,0.7257,0.7197,0.7578
90,55,20,0.673,0.711,0.8048
90,55,25,0.8257,0.7758,0.8206
90,55,30,0.7716,0.7609,0.7979
90,55,35,0.6757,0.7322,0.7831
90,55,40,0.692,0.7501,0.8286
90,55,45,0.8257,0.8253,0.8768
90,60,15,0.5898,0.7017,0.7933
90,60,20,0.7816,0.7696,0.8351
90,60,25,0.6063,0.7282,0.8146
90,60,30,0.8356,0.8203,0.8674
90,60,35,0.7888,0.8225,0.8657
90,60,40,0.8966,0.897,0.907
90,60,45,0.9348,0.9181,0.919
