50,15,15,0.3678,0.5133,0.6648
50,15,20,0.2975,0.4686,0.6206
50,15,25,0.339,0.4916,0.6419
50,15,30,0.2648,0.4549,0.6147
50,20,15,0.5529,0.5737,0.7022
50,20,20,0.3396,0.497,0.6445
50,20,25,0.6318,0.606,0.7237
50,20,30,0.3422,0.5049,0.6539
50,25,15,0.306,0.4715,0.6102
50,25,20,0.3064,0.4767,0.6291
50,25,25,0.4595,0.5524,0.6927
50,25,30,0.3805,0.5258,0.6751
50,30,15,0.3228,0.4909,0.6313
50,30,20,0.4536,0.5722,0.701
50,30,25,0.5859,0.6291,0.7469
50,30,30,0.7678,0.7483,0.8339
50,35,15,0.6461,0.6773,0.7814
50,35,20,0.7891,0.7629,0.8387
50,35,25,0.7505,0.7985,0.8252
50,35,30,0.9522,0.9238,0.9498
50,40,15,0.8069,0.8162,0.8348
50,40,20,0.4101,0.3284,0.4263
50,40,25,0.1822,0.239,0.3012
50,40,30,1.0,1.0,1.0
