90,15,15,0.6104,0.6606,0.7202
90,15,20,0.6104,0.6606,0.7202
90,15,25,0.6104,0.6606,0.7202
90,15,30,0.6104,0.6606,0.7202
90,15,35,0.6104,0.6606,0.7202
90,15,40,0.6104,0.6606,0.7202
90,15,45,0.6104,0.6606,0.7202
90,20,15,0.4881,0.596,0.6852
90,20,20,0.4881,0.596,0.6852
90,20,25,0.4881,0.596,0.6852
90,20,30,0.4881,0.596,0.6852
90,20,35,0.4881,0.596,0.6852
90,20,40,0.4881,0.596,0.6852
90,20,45,0.4881,0.596,0.6852
90,25,15,0.3987,0.5305,0.6457
90,25,20,0.3987,0.5305,0.6457
90,25,25,0.3987,0.5305,0.6457
90,25,30,0.3987,0.5305,0.6457
90,25,35,0.3987,0.5305,0.6457
90,25,40,0.3985,0.5302,0.6454
90,25,45,0.3974,0.5291,0.6441
90,30,15,0.356,0.4984,0.6294
90,30,20,0.356,0.4984,0.6294
90,30,25,0.356,0.4984,0.6294
90,30,30,0.3561,0.4983,0.6294
90,30,35,0.355,0.4959,0.6262
90,30,40,0.3543,0.4957,0.6256
90,30,45,0.3509,0.4946,0.6233
90,35,15,0.3248,0.4705,0.6002
90,35,20,0.3244,0.4704,0.5995
90,35,25,0.3244,0.4679,0.5969
90,35,30,0.3238,0.4676,0.596
90,35,35,0.3311,0.471,0.6026
90,35,40,0.3312,0.4704,0.6019
90,35,45,0.3322,0.4717,0.6035
90,40,15,0.282,0.4382,0.5763
90,40,20,0.2813,0.4371,0.575
90,40,25,0.279,0.4342,0.5687
90,40,30,0.2792,0.4336,0.568
90,40,35,0.2783,0.4321,0.5665
90,40,40,0.2779,0.4309,0.5648
90,40,45,0.2762,0.4294,0.5633
90,45,15,0.2275,0.3974,0.5423
90,45,20,0.2342,0.4045,0.552
90,45,25,0.231,0.3991,0.5438
90,45,30,0.2307,0.401,0.5463
90,45,35,0.2329,0.4022,0.5491
90,45,40,0.2275,0.3984,0.5424
90,45,45,0.2271,0.3976,0.5418
90,50,15,0.1726,0.3699,0.5207
90,50,20,0.1722,0.3678,0.5181
90,50,25,0.171,0.3665,0.5159
90,50,30,0.1733,0.366,0.5154
90,50,35,0.1754,0.3685,0.5176
90,50,40,0.1652,0.3639,0.51
90,50,45,0.1487,0.3589,0.5069
90,55,15,0.129,0.3434,0.498
90,55,20,0.1299,0.3438,0.4978
90,55,25,0.1314,0.3415,0.4937
90,55,30,0.1329,0.347,0.4978
90,55,35,0.1184,0.3389,0.4894
90,55,40,0.1052,0.3344,0.4823
90,55,45,0.1867,0.3594,0.4986
90,60,15,0.0808,0.3087,0.4644
90,60,20,0.085,0.316,0.4717
90,60,25,0.0902,0.3226,0.476
90,60,30,0.1032,0.326,0.4743
90,60,35,0.2081,0.3516,0.4851
90,60,40,0.322,0.3881,0.4872
90,60,45,0.3167,0.4074,0.4481
